Time,Unsubtracted Weight,Baseline Weight,Program Temperature,Sample Temperature,Approx. Gas Flow,R25 Diagnostic Signal, 
3.500000,6.096227,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.516667,6.096227,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.533333,6.096227,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.550000,6.096006,0.000000,50.000000,52.690000,40.300000,0.000000, 
3.566667,6.096006,0.000000,50.000000,52.690000,40.300000,0.000000, 
3.583333,6.096006,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.600000,6.095785,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.616667,6.095564,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.633333,6.095343,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.650000,6.095343,0.000000,50.000000,52.690000,40.100000,0.000000, 
3.666667,6.095122,0.000000,50.000000,52.690000,40.100000,0.000000, 
3.683333,6.094901,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.700000,6.094680,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.716667,6.094459,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.733333,6.094238,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.750000,6.094017,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.766667,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.783333,6.093796,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.800000,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.816667,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.833333,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.850000,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.866667,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.883333,6.094017,0.000000,50.000000,52.700000,40.300000,0.000000, 
3.900000,6.094238,0.000000,50.000000,52.700000,40.300000,0.000000, 
3.916667,6.094238,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.933333,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.950000,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.966667,6.093796,0.000000,50.000000,52.700000,40.200000,0.000000, 
3.983333,6.094017,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.000000,6.093796,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.016667,6.093796,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.033333,6.093576,0.000000,50.000000,52.700000,40.200000,0.000000, 
4.050000,6.093576,0.000000,50.000000,52.700000,40.300000,0.000000, 
4.066667,6.093576,0.000000,50.000000,52.700000,40.300000,0.000000, 
